Year,Entity,Sector,Oil Consumption - KTOE
2000,South Africa,Overall,2272.5563198624245
2001,South Africa,Overall,2321.4307824591574
2002,South Africa,Overall,2381.27377472055
2003,South Africa,Overall,2467.095098882201
2004,South Africa,Overall,2559.6937231298366
2005,South Africa,Overall,2564.220464316423
2006,South Africa,Overall,2614.0337059329318
2007,South Africa,Overall,2667.6485812553738
2008,South Africa,Overall,2529.8775580395527
2009,South Africa,Overall,2481.154170249355
2010,South Africa,Overall,2590.255975924334
2011,South Africa,Overall,2620.640756663801
2012,South Africa,Overall,2687.818744625967
2013,South Africa,Overall,2735.317540842648
2014,South Africa,Overall,2697.137747205503
2015,South Africa,Overall,2975.9582115219264
2016,South Africa,Overall,2853.4780739466896
2017,South Africa,Overall,2847.5802235597594
2018,South Africa,Overall,2848.883576956148
2019,South Africa,Overall,2819.374462596733
2020,South Africa,Overall,2303.2820292347374
2021,South Africa,Overall,2486.3857265692172
1965,South America,Overall,6378.687876182287
1966,South America,Overall,6771.186586414446
1967,South America,Overall,6934.195184866724
1968,South America,Overall,7519.3361994840925
1969,South America,Overall,7831.75064488392
1970,South America,Overall,8064.570507308684
1971,South America,Overall,8573.430782459158
1972,South America,Overall,9144.675838349096
1973,South America,Overall,10081.889079965606
1974,South America,Overall,10539.89939810834
1975,South America,Overall,10618.173688736028
1976,South America,Overall,11153.761822871882
1977,South America,Overall,11629.217540842648
1978,South America,Overall,12168.840928632846
1979,South America,Overall,12867.024075666379
1980,South America,Overall,12906.699054170249
1981,South America,Overall,12707.18486672399
1982,South America,Overall,12565.545141874463
1983,South America,Overall,12134.424763542562
1984,South America,Overall,11958.882201203784
1985,South America,Overall,12012.709372312984
1986,South America,Overall,12810.90799656062
1987,South America,Overall,13142.282889079965
1988,South America,Overall,13545.762682717112
1989,South America,Overall,13379.324161650902
1990,South America,Overall,13220.680137575237
1991,South America,Overall,13413.627687016336
1992,South America,Overall,14583.006878761822
1993,South America,Overall,14759.591573516767
1994,South America,Overall,15841.445399828031
1995,South America,Overall,16361.857265692175
1996,South America,Overall,16641.967325881342
1997,South America,Overall,17777.07652622528
1998,South America,Overall,18421.636285468616
1999,South America,Overall,18830.913155631984
2000,South America,Overall,18349.676698194326
2001,South America,Overall,18361.562338779022
2002,South America,Overall,18337.14445399828
2003,South America,Overall,17921.596732588136
2004,South America,Overall,18649.69045571797
2005,South America,Overall,19230.76010318143
2006,South America,Overall,19572.946689595872
2007,South America,Overall,20967.23989681857
2008,South America,Overall,21721.51332760103
2009,South America,Overall,21611.903697334477
2010,South America,Overall,23035.399828030953
2011,South America,Overall,24012.24849527085
2012,South America,Overall,25074.67755803955
2013,South America,Overall,26239.22441960447
2014,South America,Overall,26239.363714531384
2015,South America,Overall,25050.042992261395
2016,South America,Overall,23744.134995700773
2017,South America,Overall,23543.18142734308
2018,South America,Overall,22689.39724849527
2019,South America,Overall,22318.95958727429
2020,South America,Overall,19932.766122098023
2021,South America,Overall,21917.69389509888
1965,South Korea,Overall,130.04802235597592
1966,South Korea,Overall,194.7148925193465
1967,South Korea,Overall,337.5506878761823
1968,South Korea,Overall,499.05141874462595
1969,South Korea,Overall,677.3072742906277
1970,South Korea,Overall,846.0101117798796
1971,South Korea,Overall,955.4940670679277
1972,South Korea,Overall,997.3599828030954
1973,South Korea,Overall,1227.6830610490113
1974,South Korea,Overall,1268.1680997420465
1975,South Korea,Overall,1437.4379191745484
1976,South Korea,Overall,1613.6854686156491
1977,South Korea,Overall,1922.6996560619089
1978,South Korea,Overall,2198.6061908856404
1979,South Korea,Overall,2473.639466895959
1980,South Korea,Overall,2450.408770421324
1981,South Korea,Overall,2426.0257953568357
1982,South Korea,Overall,2408.1547721410147
1983,South Korea,Overall,2519.613671539123
1984,South Korea,Overall,2530.441100601892
1985,South Korea,Overall,2675.145743766122
1986,South Korea,Overall,2914.023215821152
1987,South Korea,Overall,3063.3214101461735
1988,South Korea,Overall,3662.546259673259
1989,South Korea,Overall,4184.711521926053
1990,South Korea,Overall,5072.319002579536
1991,South Korea,Overall,6168.0796216681
1992,South Korea,Overall,7464.102579535683
1993,South Korea,Overall,8195.889079965607
1994,South Korea,Overall,8996.520206362855
1995,South Korea,Overall,9815.78331900258
1996,South Korea,Overall,10502.849527085124
1997,South Korea,Overall,11545.794496990542
1998,South Korea,Overall,9606.724849527085
1999,South Korea,Overall,10304.297506448838
2000,South Korea,Overall,10552.559759243337
2001,South Korea,Overall,10554.387790197765
2002,South Korea,Overall,10741.669819432502
2003,South Korea,Overall,10831.89165950129
2004,South Korea,Overall,10755.507308684437
2005,South Korea,Overall,10810.299226139296
2006,South Korea,Overall,10821.612209802235
2007,South Korea,Overall,11111.205503009458
2008,South Korea,Overall,10595.374032674119
2009,South Korea,Overall,10721.23645743766
2010,South Korea,Overall,10954.415305245055
2011,South Korea,Overall,11065.398108340498
2012,South Korea,Overall,11461.611349957007
2013,South Korea,Overall,11479.084264832329
2014,South Korea,Overall,11434.139294926914
2015,South Korea,Overall,11984.321582115219
2016,South Korea,Overall,13065.476354256232
2017,South Korea,Overall,12936.95184866724
2018,South Korea,Overall,12895.089423903699
2019,South Korea,Overall,12785.852106620809
2020,South Korea,Overall,12086.631986242477
2021,South Korea,Overall,12875.595872742906
1965,South and Central America (BP),Overall,8719.056319862424
1966,South and Central America (BP),Overall,9174.58985382631
1967,South and Central America (BP),Overall,9439.35683576956
1968,South and Central America (BP),Overall,10082.580395528805
1969,South and Central America (BP),Overall,10470.61478933792
1970,South and Central America (BP),Overall,11031.346517626827
1971,South and Central America (BP),Overall,11610.03181427343
1972,South and Central America (BP),Overall,12516.593293207221
1973,South and Central America (BP),Overall,13709.042132416165
1974,South and Central America (BP),Overall,14171.257953568356
1975,South and Central America (BP),Overall,14151.811693895099
1976,South and Central America (BP),Overall,14788.42562338779
1977,South and Central America (BP),Overall,15432.884780739467
1978,South and Central America (BP),Overall,16021.595872742906
1979,South and Central America (BP),Overall,16751.200343938093
1980,South and Central America (BP),Overall,17091.71195184867
1981,South and Central America (BP),Overall,16905.65176268272
1982,South and Central America (BP),Overall,16325.074806534823
1983,South and Central America (BP),Overall,15723.650042992262
1984,South and Central America (BP),Overall,15716.792777300087
1985,South and Central America (BP),Overall,15577.455717970766
1986,South and Central America (BP),Overall,16333.79879621668
1987,South and Central America (BP),Overall,16756.73172828891
1988,South and Central America (BP),Overall,17152.713671539124
1989,South and Central America (BP),Overall,17158.568357695614
1990,South and Central America (BP),Overall,17018.464316423044
1991,South and Central America (BP),Overall,17194.656061908856
1992,South and Central America (BP),Overall,18380.846087704213
1993,South and Central America (BP),Overall,18615.395528804813
1994,South and Central America (BP),Overall,19912.93895098882
1995,South and Central America (BP),Overall,20557.884780739467
1996,South and Central America (BP),Overall,20940.552020636285
1997,South and Central America (BP),Overall,22295.10834049871
1998,South and Central America (BP),Overall,23228.13757523646
1999,South and Central America (BP),Overall,23549.055030094583
2000,South and Central America (BP),Overall,23549.423903697334
2001,South and Central America (BP),Overall,23697.50214961307
2002,South and Central America (BP),Overall,23709.53138435082
2003,South and Central America (BP),Overall,23320.435941530526
2004,South and Central America (BP),Overall,24106.300085984523
2005,South and Central America (BP),Overall,24678.4815133276
2006,South and Central America (BP),Overall,25167.75150472915
2007,South and Central America (BP),Overall,26544.303525365434
2008,South and Central America (BP),Overall,27179.766122098023
2009,South and Central America (BP),Overall,26823.387790197765
2010,South and Central America (BP),Overall,28217.57437661221
2011,South and Central America (BP),Overall,29313.910576096303
2012,South and Central America (BP),Overall,30295.042992261395
2013,South and Central America (BP),Overall,31332.894239036974
2014,South and Central America (BP),Overall,31317.785898538263
2015,South and Central America (BP),Overall,30428.693035253655
2016,South and Central America (BP),Overall,29318.480653482373
2017,South and Central America (BP),Overall,29049.686156491833
2018,South and Central America (BP),Overall,28120.112639724848
2019,South and Central America (BP),Overall,27824.81599312124
2020,South and Central America (BP),Overall,24516.815993121236
2021,South and Central America (BP),Overall,27021.938091143595
1965,Spain,Overall,1430.6221840068788
1966,Spain,Overall,1692.4627687016336
1967,Spain,Overall,2050.559759243336
1968,Spain,Overall,2177.993121238177
1969,Spain,Overall,2479.632502149613
1970,Spain,Overall,2828.768271711092
1971,Spain,Overall,3113.5851246775583
1972,Spain,Overall,3283.014961306965
1973,Spain,Overall,3943.4861564918315
1974,Spain,Overall,4133.631642304385
1975,Spain,Overall,4298.407136715391
1976,Spain,Overall,4875.56543422184
1977,Spain,Overall,4603.2235597592435
1978,Spain,Overall,4740.227429062768
1979,Spain,Overall,5024.132760103182
1980,Spain,Overall,5319.59071367154
1981,Spain,Overall,5150.807738607051
1982,Spain,Overall,4869.191745485813
1983,Spain,Overall,4879.027515047291
1984,Spain,Overall,4601.7280309544285
1985,Spain,Overall,4430.10060189166
1986,Spain,Overall,4389.325193465176
1987,Spain,Overall,4609.601891659502
1988,Spain,Overall,4719.51418744626
1989,Spain,Overall,4945.648839208942
1990,Spain,Overall,4785.898882201204
1991,Spain,Overall,4889.4987102321575
1992,Spain,Overall,5480.291487532244
1993,Spain,Overall,5226.93981083405
1994,Spain,Overall,5490.494926913156
1995,Spain,Overall,5840.61943250215
1996,Spain,Overall,5998.145313843508
1997,Spain,Overall,6232.481943250215
1998,Spain,Overall,6754.9389509888215
1999,Spain,Overall,6989.930352536543
2000,Spain,Overall,7081.8271711092
2001,Spain,Overall,7378.782459157351
2002,Spain,Overall,7439.744196044712
2003,Spain,Overall,7615.782029234738
2004,Spain,Overall,7795.417540842649
2005,Spain,Overall,7862.613929492692
2006,Spain,Overall,7914.766122098023
2007,Spain,Overall,7973.318486672399
2008,Spain,Overall,7697.037833190026
2009,Spain,Overall,7221.536973344798
2010,Spain,Overall,7027.687618228719
2011,Spain,Overall,6706.768701633706
2012,Spain,Overall,6268.85554600172
2013,Spain,Overall,5892.343078245915
2014,Spain,Overall,5876.96079105761
2015,Spain,Overall,6075.00429922614
2016,Spain,Overall,6278.6904557179705
2017,Spain,Overall,6311.144883920894
2018,Spain,Overall,6432.133018056749
2019,Spain,Overall,6437.907480653483
2020,Spain,Overall,5288.718314703354
2021,Spain,Overall,5852.794926913156
1965,Sri Lanka,Overall,80.60631986242477
1966,Sri Lanka,Overall,82.55652622527946
1967,Sri Lanka,Overall,84.55987962166809
1968,Sri Lanka,Overall,86.68446259673259
1969,Sri Lanka,Overall,88.59423043852107
1970,Sri Lanka,Overall,151.11368873602754
1971,Sri Lanka,Overall,152.1074290627687
1972,Sri Lanka,Overall,160.03114359415306
1973,Sri Lanka,Overall,170.22389509888222
1974,Sri Lanka,Overall,135.96239036973344
1975,Sri Lanka,Overall,140.94565778159932
1976,Sri Lanka,Overall,137.25210662080826
1977,Sri Lanka,Overall,146.70149613069648
1978,Sri Lanka,Overall,151.48126397248495
1979,Sri Lanka,Overall,158.7942218400688
1980,Sri Lanka,Overall,160.01820292347375
1981,Sri Lanka,Overall,167.676543422184
1982,Sri Lanka,Overall,181.17273430782458
1983,Sri Lanka,Overall,188.01195184866725
1984,Sri Lanka,Overall,177.33420464316424
1985,Sri Lanka,Overall,157.93147033533964
1986,Sri Lanka,Overall,164.5253826311264
1987,Sri Lanka,Overall,183.06171109200343
1988,Sri Lanka,Overall,170.1959501289768
1989,Sri Lanka,Overall,159.1336543422184
1990,Sri Lanka,Overall,177.0236457437661
1991,Sri Lanka,Overall,177.16436801375752
1992,Sri Lanka,Overall,201.34913155631986
1993,Sri Lanka,Overall,203.53958727429062
1994,Sri Lanka,Overall,221.1007566638005
1995,Sri Lanka,Overall,235.41214961306966
1996,Sri Lanka,Overall,285.78334479793637
1997,Sri Lanka,Overall,292.69234737747206
1998,Sri Lanka,Overall,305.90608770421323
1999,Sri Lanka,Overall,329.8033533963887
2000,Sri Lanka,Overall,378.81793637145313
2001,Sri Lanka,Overall,368.5247807394669
2002,Sri Lanka,Overall,391.10610490111776
2003,Sri Lanka,Overall,384.5673688736028
2004,Sri Lanka,Overall,384.7758383490971
2005,Sri Lanka,Overall,440.0124419604471
2006,Sri Lanka,Overall,452.1455717970765
2007,Sri Lanka,Overall,479.17993121238175
2008,Sri Lanka,Overall,440.48847807394674
2009,Sri Lanka,Overall,454.07237317282886
2010,Sri Lanka,Overall,455.5517368873602
2011,Sri Lanka,Overall,507.9737489251935
2012,Sri Lanka,Overall,542.5124333619948
2013,Sri Lanka,Overall,464.208116938951
2014,Sri Lanka,Overall,525.4295442820293
2015,Sri Lanka,Overall,548.3388220120378
2016,Sri Lanka,Overall,652.4355116079105
2017,Sri Lanka,Overall,631.9777815993122
2018,Sri Lanka,Overall,608.1245399828031
2019,Sri Lanka,Overall,658.4128976784178
2020,Sri Lanka,Overall,595.6319862424764
2021,Sri Lanka,Overall,573.5109716251075
1965,Sweden,Overall,1975.0924333619948
1966,Sweden,Overall,2232.6455717970766
1967,Sweden,Overall,2225.1109200343935
1968,Sweden,Overall,2516.8544282029234
1969,Sweden,Overall,2695.7441960447118
1970,Sweden,Overall,2933.294067067928
1971,Sweden,Overall,2758.444539982803
1972,Sweden,Overall,2831.3422184006877
1973,Sweden,Overall,2894.1687876182286
1974,Sweden,Overall,2599.4710232158213
1975,Sweden,Overall,2592.301633705933
1976,Sweden,Overall,2858.3506448839207
1977,Sweden,Overall,2771.5434221840064
1978,Sweden,Overall,3345.327601031814
1979,Sweden,Overall,3601.431126397248
1980,Sweden,Overall,3178.212897678418
1981,Sweden,Overall,2858.62252794497
1982,Sweden,Overall,2657.5064488392086
1983,Sweden,Overall,2310.04815133276
1984,Sweden,Overall,2207.2753224419603
1985,Sweden,Overall,2366.4834049871024
1986,Sweden,Overall,2527.471883061049
1987,Sweden,Overall,2182.1877901977646
1988,Sweden,Overall,2042.681857265692
1989,Sweden,Overall,1962.3334479793637
1990,Sweden,Overall,1958.2126397248494
1991,Sweden,Overall,1687.2112639724849
1992,Sweden,Overall,1777.2095442820291
1993,Sweden,Overall,1746.621668099742
1994,Sweden,Overall,1849.9778159931213
1995,Sweden,Overall,1759.1050730868444
1996,Sweden,Overall,1881.2584694754944
1997,Sweden,Overall,1765.5872742906276
1998,Sweden,Overall,1991.9161650902838
1999,Sweden,Overall,1914.0380051590714
2000,Sweden,Overall,1651.8267411865863
2001,Sweden,Overall,1680.2404127257093
2002,Sweden,Overall,1706.2925193465176
2003,Sweden,Overall,1828.269905417025
2004,Sweden,Overall,1750.572656921754
2005,Sweden,Overall,1752.7447979363715
2006,Sweden,Overall,1767.2843508168528
2007,Sweden,Overall,1724.992433361995
2008,Sweden,Overall,1629.061049011178
2009,Sweden,Overall,1567.6870163370593
2010,Sweden,Overall,1564.7312123817712
2011,Sweden,Overall,1450.7535683576957
2012,Sweden,Overall,1429.307566638005
2013,Sweden,Overall,1410.796388650043
2014,Sweden,Overall,1380.769045571797
2015,Sweden,Overall,1354.02252794497
2016,Sweden,Overall,1397.974204643164
2017,Sweden,Overall,1383.5932932072228
2018,Sweden,Overall,1321.3433361994842
2019,Sweden,Overall,1415.573516766982
2020,Sweden,Overall,1263.7884780739466
2021,Sweden,Overall,1283.3768701633705
1965,Switzerland,Overall,828.7151332760103
1966,Switzerland,Overall,881.0668099742046
1967,Switzerland,Overall,952.9876182287188
1968,Switzerland,Overall,1057.0305674978504
1969,Switzerland,Overall,1149.4653482373171
1970,Switzerland,Overall,1288.1994840928633
1971,Switzerland,Overall,1366.9782459157352
1972,Switzerland,Overall,1401.4573516766982
1973,Switzerland,Overall,1508.3045571797077
1974,Switzerland,Overall,1342.2777300085984
1975,Switzerland,Overall,1290.7632846087704
1976,Switzerland,Overall,1341.4977644024075
1977,Switzerland,Overall,1348.449871023216
1978,Switzerland,Overall,1382.7959587274293
1979,Switzerland,Overall,1325.3344797936372
1980,Switzerland,Overall,1324.3327601031815
1981,Switzerland,Overall,1225.4890799656062
1982,Switzerland,Overall,1157.8471195184868
1983,Switzerland,Overall,1266.8495270851247
1984,Switzerland,Overall,1226.3828890799657
1985,Switzerland,Overall,1248.067067927773
1986,Switzerland,Overall,1365.8484952708513
1987,Switzerland,Overall,1286.5503869303525
1988,Switzerland,Overall,1290.2920894239037
1989,Switzerland,Overall,1238.1177128116938
1990,Switzerland,Overall,1326.7219260533104
1991,Switzerland,Overall,1349.5484092863285
1992,Switzerland,Overall,1368.3410146173687
1993,Switzerland,Overall,1282.1478933791918
1994,Switzerland,Overall,1325.0354256233877
1995,Switzerland,Overall,1227.8598452278588
1996,Switzerland,Overall,1271.9175408426484
1997,Switzerland,Overall,1338.1443680137577
1998,Switzerland,Overall,1354.6443680137575
1999,Switzerland,Overall,1314.4824591573517
2000,Switzerland,Overall,1275.0324161650904
2001,Switzerland,Overall,1364.5382631126397
2002,Switzerland,Overall,1293.3777300085983
2003,Switzerland,Overall,1258.7069647463456
2004,Switzerland,Overall,1252.5925193465177
2005,Switzerland,Overall,1275.1717110920035
2006,Switzerland,Overall,1306.9188306104902
2007,Switzerland,Overall,1178.9078245915734
2008,Switzerland,Overall,1256.5852966466036
2009,Switzerland,Overall,1276.431298366294
2010,Switzerland,Overall,1184.6221840068788
2011,Switzerland,Overall,1149.0041272570936
2012,Switzerland,Overall,1170.5539122957869
2013,Switzerland,Overall,1225.2350816852968
2014,Switzerland,Overall,1098.4005159071367
2015,Switzerland,Overall,1112.090713671539
2016,Switzerland,Overall,1050.9423903697334
2017,Switzerland,Overall,1076.843766122098
2018,Switzerland,Overall,1037.9066208082545
2019,Switzerland,Overall,1060.839294926913
2020,Switzerland,Overall,884.8993981083405
2021,Switzerland,Overall,888.7897678417884
1965,Taiwan,Overall,220.87852966466036
1966,Taiwan,Overall,261.29644883920895
1967,Taiwan,Overall,310.342777300086
1968,Taiwan,Overall,370.13315563198626
1969,Taiwan,Overall,443.2443336199484
1970,Taiwan,Overall,532.2958039552881
1971,Taiwan,Overall,745.0604987102322
1972,Taiwan,Overall,806.2882545141875
1973,Taiwan,Overall,1028.5897678417884
1974,Taiwan,Overall,923.3283748925193
1975,Taiwan,Overall,1070.0053310404128
1976,Taiwan,Overall,1383.5049871023216
1977,Taiwan,Overall,1530.4648323301806
1978,Taiwan,Overall,1793.5711951848668
1979,Taiwan,Overall,1802.1487532244196
1980,Taiwan,Overall,1872.4697334479793
1981,Taiwan,Overall,1648.411693895099
1982,Taiwan,Overall,1859.09475494411
1983,Taiwan,Overall,1863.1186586414447
1984,Taiwan,Overall,1784.6282029234737
1985,Taiwan,Overall,1768.6730008598454
1986,Taiwan,Overall,1970.81049011178
1987,Taiwan,Overall,2072.739724849527
1988,Taiwan,Overall,2417.4170249355116
1989,Taiwan,Overall,2691.963026655202
1990,Taiwan,Overall,2793.4282029234737
1991,Taiwan,Overall,2900.458813413585
1992,Taiwan,Overall,3017.092691315563
1993,Taiwan,Overall,3211.7315563198626
1994,Taiwan,Overall,3418.327601031814
1995,Taiwan,Overall,3719.328116938951
1996,Taiwan,Overall,3720.0902837489252
1997,Taiwan,Overall,3821.5738607050735
1998,Taiwan,Overall,3964.0087704213242
1999,Taiwan,Overall,4239.98581255374
2000,Taiwan,Overall,4313.881943250215
2001,Taiwan,Overall,4469.466466036113
2002,Taiwan,Overall,4464.876182287188
2003,Taiwan,Overall,4663.328890799656
2004,Taiwan,Overall,4770.441100601891
2005,Taiwan,Overall,4808.120808254514
2006,Taiwan,Overall,4843.370593293207
2007,Taiwan,Overall,5023.423043852107
2008,Taiwan,Overall,4743.4651762682715
2009,Taiwan,Overall,4657.740326741186
2010,Taiwan,Overall,4875.330180567498
2011,Taiwan,Overall,4505.081685296647
2012,Taiwan,Overall,4450.890799656062
2013,Taiwan,Overall,4579.42682717111
2014,Taiwan,Overall,4724.21977644024
2015,Taiwan,Overall,4849.578675838349
2016,Taiwan,Overall,4872.105331040413
2017,Taiwan,Overall,4814.490971625108
2018,Taiwan,Overall,4800.901977644025
2019,Taiwan,Overall,4548.850386930352
2020,Taiwan,Overall,4369.397678417885
2021,Taiwan,Overall,4579.065348237317
1965,Thailand,Overall,238.14574376612208
1966,Thailand,Overall,281.0959845227859
1967,Thailand,Overall,311.9875580395529
1968,Thailand,Overall,411.2509630266552
1969,Thailand,Overall,445.3973344797936
1970,Thailand,Overall,518.5129836629407
1971,Thailand,Overall,577.2345657781599
1972,Thailand,Overall,724.6150472914875
1973,Thailand,Overall,767.0720550300946
1974,Thailand,Overall,780.9115219260533
1975,Thailand,Overall,846.6360275150472
1976,Thailand,Overall,891.407996560619
1977,Thailand,Overall,1001.5487532244196
1978,Thailand,Overall,1099.7471195184867
1979,Thailand,Overall,1122.2417884780739
1980,Thailand,Overall,1172.4997420464315
1981,Thailand,Overall,1107.6854686156494
1982,Thailand,Overall,1004.633705932932
1983,Thailand,Overall,1114.3543422184007
1984,Thailand,Overall,1170.9368013757523
1985,Thailand,Overall,1104.7564918314704
1986,Thailand,Overall,1145.73456577816
1987,Thailand,Overall,1244.628546861565
1988,Thailand,Overall,1420.0904557179708
1989,Thailand,Overall,1685.8509888220121
1990,Thailand,Overall,2038.610060189166
1991,Thailand,Overall,2174.999570077386
1992,Thailand,Overall,2418.2338779019774
1993,Thailand,Overall,2786.9776440240757
1994,Thailand,Overall,3106.8075666380055
1995,Thailand,Overall,3492.5851246775583
1996,Thailand,Overall,3865.8282889079965
1997,Thailand,Overall,3882.128976784179
1998,Thailand,Overall,3523.9712811693894
1999,Thailand,Overall,3710.978675838349
2000,Thailand,Overall,3604.4560619088566
2001,Thailand,Overall,3565.5491831470335
2002,Thailand,Overall,3856.5554600171968
2003,Thailand,Overall,4228.504901117799
2004,Thailand,Overall,4687.026655202063
2005,Thailand,Overall,4669.222699914016
2006,Thailand,Overall,4629.98366294067
2007,Thailand,Overall,4679.592433361994
2008,Thailand,Overall,4545.944625967326
2009,Thailand,Overall,4780.473774720551
2010,Thailand,Overall,4957.230782459157
2011,Thailand,Overall,5027.161650902837
2012,Thailand,Overall,5281.788478073947
2013,Thailand,Overall,5337.573516766983
2014,Thailand,Overall,5380.0175408426485
2015,Thailand,Overall,5589.840068787618
2016,Thailand,Overall,5777.724849527085
2017,Thailand,Overall,5932.68331900258
2018,Thailand,Overall,6046.528288907996
2019,Thailand,Overall,6105.695614789338
2020,Thailand,Overall,5409.255374032674
2021,Thailand,Overall,5364.223989681857
1965,Trinidad and Tobago,Overall,190.8676268271711
1966,Trinidad and Tobago,Overall,192.20665520206362
1967,Trinidad and Tobago,Overall,200.5316852966466
1968,Trinidad and Tobago,Overall,204.3747807394669
1969,Trinidad and Tobago,Overall,214.25870163370593
1970,Trinidad and Tobago,Overall,219.7838521066208
1971,Trinidad and Tobago,Overall,227.11462596732588
1972,Trinidad and Tobago,Overall,368.62992261392947
1973,Trinidad and Tobago,Overall,370.9904901117799
1974,Trinidad and Tobago,Overall,365.30666380051593
1975,Trinidad and Tobago,Overall,279.2910748065348
1976,Trinidad and Tobago,Overall,314.05500429922614
1977,Trinidad and Tobago,Overall,306.58046431642305
1978,Trinidad and Tobago,Overall,275.8620120378332
1979,Trinidad and Tobago,Overall,212.33487532244195
1980,Trinidad and Tobago,Overall,167.96865004299227
1981,Trinidad and Tobago,Overall,166.4713241616509
1982,Trinidad and Tobago,Overall,184.65094582975064
1983,Trinidad and Tobago,Overall,160.52439380911437
1984,Trinidad and Tobago,Overall,137.31118658641444
1985,Trinidad and Tobago,Overall,145.27905417024934
1986,Trinidad and Tobago,Overall,156.7829750644884
1987,Trinidad and Tobago,Overall,105.08435081685298
1988,Trinidad and Tobago,Overall,95.21560619088564
1989,Trinidad and Tobago,Overall,85.50017196904557
1990,Trinidad and Tobago,Overall,127.83528804815133
1991,Trinidad and Tobago,Overall,120.0120894239037
1992,Trinidad and Tobago,Overall,170.78821152192606
1993,Trinidad and Tobago,Overall,148.71033533963887
1994,Trinidad and Tobago,Overall,113.36119518486672
1995,Trinidad and Tobago,Overall,129.4359415305245
1996,Trinidad and Tobago,Overall,149.63832330180568
1997,Trinidad and Tobago,Overall,88.34355975924333
1998,Trinidad and Tobago,Overall,101.37744625967325
1999,Trinidad and Tobago,Overall,179.3139294926913
2000,Trinidad and Tobago,Overall,177.47889079965606
2001,Trinidad and Tobago,Overall,164.9432588134136
2002,Trinidad and Tobago,Overall,186.989475494411
2003,Trinidad and Tobago,Overall,178.39708512467755
2004,Trinidad and Tobago,Overall,195.7374290627687
2005,Trinidad and Tobago,Overall,172.91174548581253
2006,Trinidad and Tobago,Overall,189.04737747205502
2007,Trinidad and Tobago,Overall,215.10892519346518
2008,Trinidad and Tobago,Overall,228.9301977644024
2009,Trinidad and Tobago,Overall,219.38065348237316
2010,Trinidad and Tobago,Overall,227.50009458297507
2011,Trinidad and Tobago,Overall,213.66529664660362
2012,Trinidad and Tobago,Overall,204.03777300085986
2013,Trinidad and Tobago,Overall,229.82374892519346
2014,Trinidad and Tobago,Overall,206.35527944969905
2015,Trinidad and Tobago,Overall,225.6346517626827
2016,Trinidad and Tobago,Overall,238.81800515907136
2017,Trinidad and Tobago,Overall,221.6576440240757
2018,Trinidad and Tobago,Overall,209.2290455717971
2019,Trinidad and Tobago,Overall,157.5652966466036
2020,Trinidad and Tobago,Overall,141.21779879621667
2021,Trinidad and Tobago,Overall,126.68474634565777
1965,Turkey,Overall,361.03820292347376
1966,Turkey,Overall,430.92098022355975
1967,Turkey,Overall,506.0000429922614
1968,Turkey,Overall,607.9391229578677
1969,Turkey,Overall,676.3432502149614
1970,Turkey,Overall,716.5785038693035
1971,Turkey,Overall,849.4351676698194
1972,Turkey,Overall,962.9100171969045
1973,Turkey,Overall,1174.1656921754086
1974,Turkey,Overall,1142.4879621668101
1975,Turkey,Overall,1261.8972484952708
1976,Turkey,Overall,1425.4159931212382
1977,Turkey,Overall,1614.0348237317285
1978,Turkey,Overall,1728.9298366294067
1979,Turkey,Overall,1539.926913155632
1980,Turkey,Overall,1570.9516766981944
1981,Turkey,Overall,1547.9726569217542
1982,Turkey,Overall,1656.7314703353397
1983,Turkey,Overall,1742.1959587274291
1984,Turkey,Overall,1733.761478933792
1985,Turkey,Overall,1816.069991401548
1986,Turkey,Overall,1966.8484952708513
1987,Turkey,Overall,2219.6056749785034
1988,Turkey,Overall,2358.9203783319003
1989,Turkey,Overall,2222.9289767841788
1990,Turkey,Overall,2360.3200343938092
1991,Turkey,Overall,2299.847979363715
1992,Turkey,Overall,2429.6340498710233
1993,Turkey,Overall,2783.8302665520205
1994,Turkey,Overall,2661.961306964746
1995,Turkey,Overall,2984.935511607911
1996,Turkey,Overall,3117.5547721410144
1997,Turkey,Overall,3070.5199484092864
1998,Turkey,Overall,3064.9922613929493
1999,Turkey,Overall,3050.7465176268274
2000,Turkey,Overall,3197.2271711092003
2001,Turkey,Overall,2975.1017196904554
2002,Turkey,Overall,3180.8093723129837
2003,Turkey,Overall,3134.8263112639725
2004,Turkey,Overall,3205.2552020636285
2005,Turkey,Overall,3164.389165950129
2006,Turkey,Overall,3289.838349097163
2007,Turkey,Overall,3349.409286328461
2008,Turkey,Overall,3303.7185726569214
2009,Turkey,Overall,3362.4806534823733
2010,Turkey,Overall,3277.800687876182
2011,Turkey,Overall,3207.4073946689596
2012,Turkey,Overall,3369.9325881341356
2013,Turkey,Overall,3603.5693895098884
2014,Turkey,Overall,3706.7510748065347
2015,Turkey,Overall,4413.757093723129
2016,Turkey,Overall,4722.2433361994845
2017,Turkey,Overall,4954.007738607051
2018,Turkey,Overall,4780.354772141014
2019,Turkey,Overall,4800.211951848667
2020,Turkey,Overall,4393.881513327601
2021,Turkey,Overall,4511.239896818573
1985,Turkmenistan,Overall,495.2653310404127
1986,Turkmenistan,Overall,360.54901117798795
1987,Turkmenistan,Overall,360.1704213241616
1988,Turkmenistan,Overall,359.91009458297503
1989,Turkmenistan,Overall,359.54436801375755
